,,,,
관리번호,공원명,소재지지번주소,위도,경도
11680-00077,역삼무궁화공원,서울특별시 강남구 역삼동 830-23,37.493835,127.032209
11680-00078,역삼개나리공원,서울특별시 강남구 역삼동 739-15,37.497571,127.0362551
11680-00079,역삼소나무공원,서울특별시 강남구 역삼동 836-21,37.49099783,127.0336992
11680-00080,역삼은행나무공원,서울특별시 강남구 역삼동 611,37.505409,127.0312225
11680-00081,대치목련공원,서울특별시 강남구 대치동 929-10,37.49982553,127.0581713
11680-00082,대치까치공원,서울특별시 강남구 대치동 1014-4,37.496941,127.059198
11680-00083,대치은행나무공원,서울특별시 강남구 대치동 899-25,37.501649,127.0515319
11680-00084,개포까치공원,서울특별시 강남구 개포동 169-3,37.48370515,127.0608782
11680-00087,개포은행나무공원,서울특별시 강남구 개포동 1220,37.47602964,127.0492625
11680-00088,개포목련공원,서울특별시 강남구 개포동 1176,37.47429924,127.0524432
11680-00089,일원은행나무공원,서울특별시 강남구 일원동 615-2,37.492002,127.0769753
11680-00090,일원목련공원,서울특별시 강남구 일원동 658,37.491431,127.0855901
11680-00091,일원까치공원,서울특별시 강남구 일원동 712-4,37.4918904,127.0882309
11680-00092,궁마을공원,서울특별시 강남구 수서동 465-15,37.484831,127.0994148
11680-00093,예지공원,서울특별시 강남구 개포동 12-7,37.49183156,127.0733493
41115-00027,쪽빛,경기도 수원시 팔달구 화서동 645,37.28592281,126.9909966
41115-00028,개구쟁이,경기도 수원시 팔달구 화서동 649-1,37.28474429,126.9915651
41115-00029,숙지,경기도 수원시 팔달구 화서동 654,37.28337838,126.9925305
41115-00030,네버랜드,경기도 수원시 팔달구 화서동 657,37.28135952,126.9925868
41115-00031,솔밭산,경기도 수원시 팔달구 우만동 72-1,37.27790107,127.0434517
41115-00032,장고개,경기도 수원시 팔달구 우만동 51-1,37.2786827,127.0404484
41115-00033,교동,경기도 수원시 팔달구 교동 45,37.27174738,127.012064
41115-00034,약수터,경기도 수원시 팔달구 화서동 79-9,37.28291807,127.0038746
41115-00035,푸른숲,경기도 수원시 팔달구 화서동 755,37.28176264,127.0006431
41115-00036,힘찬,경기도 수원시 팔달구 화서동 744,37.28889777,126.9990599529
41115-00037,색동,경기도 수원시 팔달구 인계동 384-1,37.26832123,127.0349365
41115-00038,인도래,경기도 수원시 팔달구 인계동 465-3,37.26952732,127.0338052
41117-00031,매화,경기도 수원시 영통구 매탄동 899,37.27008315,127.0404451
41117-00032,참새,경기도 수원시 영통구 매탄동 1166-2,37.25704329,127.0404504
41117-00033,혜성,경기도 수원시 영통구 매탄동 1177,37.25488673,127.0379939
41117-00034,무지개,경기도 수원시 영통구 매탄동 101-16,37.2730117,127.0450275
41117-00035,미래,경기도 수원시 영통구 매탄동 196-25,37.27168445,127.0473854
41117-00036,산남,경기도 수원시 영통구 매탄동 111-107,37.27170482,127.0504251
28170-00043,배말근린공원,인천광역시 미추홀구 도화동 994-1,37.47413782,126.6579618
28170-00044,궁현어린이공원,인천광역시 미추홀구 도화동 987-3,37.4758787,126.6637398471
28170-00045,서화어린이공원,인천광역시 미추홀구 도화동 1003-2,37.4746683163,126.6621224935
28170-00046,송림어린이공원,인천광역시 미추홀구 도화동 988,37.4763098817,126.6603724
28170-00047,석암어린이공원,인천광역시 미추홀구 주안동 1579-10,37.454458,126.6929048
28170-00048,푸르름어린이공원,인천광역시 미추홀구 주안동 830-48,37.448105,126.672296
28170-00049,물방울어린이공원,인천광역시 미추홀구 주안동 1668,37.4449179436,126.6726131
28170-00050,꽃구름어린이공원,인천광역시 미추홀구 주안동 1666,37.4450796278,126.6735300352
28170-00051,용현도시농업공원,인천광역시 미추홀구 용현동 627-509,37.446178,126.6417841
28170-00052,아이그린공원,인천광역시 미추홀구 학익동 587-6,37.44334601,126.6470017
28170-00053,주인공원,인천광역시 미추홀구 숭의동 440-1,37.45811288,126.648439
28170-00054,용마루어린이공원,인천광역시 미추홀구 용현동 692,37.4595096081,126.6412419670
28170-00055,비랑이어린이공원,인천광역시 미추홀구 용현동 523-32,37.4564863,126.644077
28170-00056,승기어린이공원,인천광역시 미추홀구 주안동 1680,37.4536293398,126.6743230754
28170-00057,미추어린이공원,인천광역시 미추홀구 주안동 1681,37.4534077158,126.6791861847
28170-00058,하늘새어린이공원,인천광역시 미추홀구 주안동 1545-2번지 일원,37.4567026,126.6917549
28170-00059,문학소공원,인천광역시 미추홀구 문학동 344-1,37.440082,126.683947
28170-00060,두리어린이공원,인천광역시 미추홀구 주안6동 923-3,37.4599969,126.6925976
28170-00061,소성어린이공원,인천광역시 미추홀구 문학동 336-6,37.4396875091,126.680556
28170-00062,도천어린이공원,인천광역시 미추홀구 문학동 351-1,37.4388984316,126.6782673342
28170-00063,삼호어린이공원,인천광역시 미추홀구 문학동 360,37.4379952882,126.6803292
28170-00064,관선어린이공원,인천광역시 미추홀구 문학동 383-7,37.4378999,126.6874996
11680-00062,신사은행나무공원,서울특별시 강남구 신사동 558,37.52059722,127.0260394
11680-00063,신사목련공원,서울특별시 강남구 신사동 567-37,37.52291399,127.0258327
11680-00064,신사무궁화공원,서울특별시 강남구 신사동 625-5,37.524131,127.0319138
11680-00065,신사까치공원,서울특별시 강남구 신사동 597,37.52342193,127.029229
11380-00019,분토골어린이공원,서울특별시 은평구 증산 163-34,37.6214820000,126.9157070000
11380-00020,서갈현어린이공원,서울특별시 은평구 갈현 434-38,37.5832680000,126.9161270000
11380-00021,새장골어린이공원,서울특별시 은평구 불광 444-1,37.6110110000,126.9080750000
11380-00022,시내어린이공원,서울특별시 은평구 불광 444-15,37.6071880000,126.9077770000
11380-00023,관동어린이공원,서울특별시 은평구 불광 270-11,37.6239920000,126.9165080000
11380-00024,가람어린이공원,서울특별시 은평구 불광 448-51,37.5867110000,126.9116990000
11380-00025,신흥어린이공원,서울특별시 은평구 신사 31-2,37.6063100000,126.9342000000
11380-00026,아까시아어린이공원,서울특별시 은평구 신사 200-27,37.5913120000,126.9289710000
11380-00027,개나리어린이공원,서울특별시 은평구 신사 237-177,37.5907210000,126.9058130000
11380-00028,응암4동어린이공원,서울특별시 은평구 응암 742-9,37.6054830000,126.9309220000
11380-00029,불광어린이공원,서울특별시 은평구 불광 236-5,37.6031570000,126.9292880000
11380-00030,응암9어린이공원,서울특별시 은평구 응암동 761-9,37.6034590000,126.9322370000
11380-00002,응암어린이공원,서울특별시 은평구 응암 85-41,37.6153230000,126.9197450000
11380-00003,신록어린이공원,서울특별시 은평구 녹번 20-6,37.6146890000,126.9156850000
11380-00004,참다래어린이공원,서울특별시 은평구 응암 120-22,37.6172650000,126.9132950000
11380-00005,포수동어린이공원,서울특별시 은평구 응암 115-25,37.6251350000,126.9185350000
11380-00006,시루메어린이공원,서울특별시 은평구 증산 185-1,37.6039730000,126.9237280000
11380-00007,연서어린이공원,서울특별시 은평구 역촌 32-36,37.6051140000,126.9381260000
11380-00008,역마을어린이공원,서울특별시 은평구 역촌 39-2,37.6016790000,126.9235170000
11380-00009,역말어린이공원,서울특별시 은평구 역촌 47-1,37.5980430000,126.9194460000
11380-00010,인조유기비어린이공원,서울특별시 은평구 역촌 8-11,37.5953670000,126.9173740000
11380-00011,대조어린이공원,서울특별시 은평구 대조 212,37.6010730000,126.9184780000
11380-00012,길마어린이공원,서울특별시 은평구 갈현 474-1,37.6068760000,126.9142380000
11380-00013,궁말어린이공원,서울특별시 은평구 갈현 327-21,37.6086410000,126.9165130000
11380-00014,박석어린이공원,서울특별시 은평구 갈현 416-3,37.6168460000,126.9089510000
11380-00015,좌월어린이공원,서울특별시 은평구 갈현 513-1,37.5989140000,126.9113120000
11380-00016,갈곡리어린이공원,서울특별시 은평구 갈현 436-51,37.5959460000,126.9119540000
11380-00017,새락골어린이공원,서울특별시 은평구 신사 5-21,37.5829940000,126.9065590000
11380-00018,호연어린이공원,서울특별시 은평구 녹번 95-44,37.6040980000,126.9166510000
50110-00089,1-34호공원,제주특별자치도 제주시 이도2동 1014-6,33.4946627192,126.5306135276
50110-00090,1-35호공원,제주특별자치도 제주시 도남동 88-11,33.4946350140,126.5292156681
50110-00091,1-36호공원,제주특별자치도 제주시 도남동 55-4,33.4935630764,126.5272264196
50110-00092,1-37호공원,제주특별자치도 제주시 도남동 46,33.4960460422,126.5225319605
41370-00002,수청근린공원,경기도 오산시 수청동 87-16,37.1627651283,127.0693102037
41370-00003,원동근린공원,경기도 오산시 원동 555-2,37.1400030187,127.0758121550
41370-00004,원동제2근린공원,경기도 오산시 원동 481-17,37.132595,127.074916
41370-00007,오산어린이공원,경기도 오산시 오산동 852-11,37.151616,127.072782
41370-00008,원동어린이공원,경기도 오산시 원동 760-5,37.147119,127.071119
41370-00009,은계어린이공원,경기도 오산시 은계동 39-6,37.1608808688,127.0732477168
48121-00020,어린이공원91,경상남도 창원시 의창구 사림동 72-1,35.244308,128.683062
50110-00073,1-18호공원,제주특별자치도 제주시 일도2동 405-3,33.5063933127,126.5433026567
50110-00074,1-19호공원,제주특별자치도 제주시 일도2동 414,33.5038207703,126.5415789673
50110-00075,1-20호공원,제주특별자치도 제주시 이도2동 320-6,33.5033754354,126.5379094022
50110-00076,1-21호공원,제주특별자치도 제주시 삼양2동 2154-1,33.5200332042,126.5800892607
50110-00077,1-22호공원,제주특별자치도 제주시 삼양1동 1593-1,33.5291203560,126.5937818893
50110-00078,1-23호공원,제주특별자치도 제주시 삼양1동 1647-12,33.5260390195,126.5904855422
50110-00079,삼양공원,제주특별자치도 제주시 삼양1동 1660-5,33.5235045800,126.5879995000
50110-00080,1-25호공원,제주특별자치도 제주시 삼양2동 2104-4,33.5243675959,126.5851217199
50110-00081,1-26호공원,제주특별자치도 제주시 삼양2동 2113-1,33.5245032414,126.5856715736
50110-00082,1-27호공원,제주특별자치도 제주시 삼양2동 2130-1,33.5221283251,126.5831779008
50110-00083,1-28호공원,제주특별자치도 제주시 삼양2동 2179-10,33.5202183968,126.5839259276
50110-00084,1-29호공원,제주특별자치도 제주시 삼양2동 2100-2,33.5242285242,126.5817728882
50110-00085,1-30호공원,제주특별자치도 제주시 이도2동 1044-5,33.4983498091,126.5355522985
50110-00086,1-31호공원,제주특별자치도 제주시 이도2동 1073,33.4956165097,126.5377941224
50110-00087,1-32호공원,제주특별자치도 제주시 이도2동 1053,33.4968762387,126.5343021725
50110-00088,1-33호공원,제주특별자치도 제주시 이도2동 1077-5,33.4941117160,126.5369094012
48123-00045,어린이공원155,경상남도 창원시 성산구 남양동 41-1,35.205049,128.704205
48123-00046,창원묘지공원,경상남도 창원시 성산구 상복동 591,35.191857,128.663619
46130-00031,건천공원,전라남도 여수시 학동 25-1,34.764515,127.6674784
46130-00032,여선공원,전라남도 여수시 선원동 143-1,34.767045,127.6528896
46130-00033,도원공원,전라남도 여수시 선원동 1325-2,34.764424,127.6517293
46130-00034,용성공원,전라남도 여수시 선원동 1306,34.773836,127.653574
46130-00035,돌산공원,전라남도 여수시 돌산읍 우두리 산1,34.68580539,127.7920771
46130-00036,여문공원,전라남도 여수시 여서동 210,34.752261,127.7026752
46130-00037,허문공원,전라남도 여수시 문수동 873,34.749747,127.6946863
46130-00038,텃골공원,전라남도 여수시 여서동 247,34.75255781,127.7087823
46130-00039,여명공원,전라남도 여수시 여서동 387,34.750382,127.708896
46130-00040,봉두공원,,34.83167605,127.5805293
41480-00001,송골공원,경기도 파주시 문발동 563,37.7224119963,126.7095563754
41480-00002,교하중앙공원,경기도 파주시 동패동 1692,37.7239339378,126.7170032156
41480-00003,노을빛공원,경기도 파주시 다율동 988,37.7294246279,126.7152103188
41480-00004,다율공원,경기도 파주시 다율동 984,37.7299387818,126.7212277758
41480-00005,문발공원,경기도 파주시 문발동 593,37.7195369805,126.7045477485
41480-00006,달맞이공원,경기도 파주시 문발동 599,37.7204134837,126.7070656137
41480-00007,솔내음공원,경기도 파주시 동패동 1688,37.7252196015,126.7146669611
41480-00008,양지말공원,경기도 파주시 동패동 1712,37.7187536413,126.7213790019
41480-00009,해돋이공원,경기도 파주시 동패동 1697,37.7259525259,126.7192742981
41480-00010,물푸레공원,경기도 파주시 다율동 981,37.7340411610,126.7202412487
41480-00011,파주출판단지 근린공원,경기도 파주시 문발동 496-1,37.7198463934,126.6884093880
41480-00012,후곡공원,경기도 파주시 금촌동 995,37.7500195073,126.7707147529
41480-00013,쇠재공원,경기도 파주시 금촌동 1010,37.7505531293,126.7764909632
41480-00014,금릉공원,경기도 파주시 금릉동 428,37.7538401032,126.7798133888
41480-00015,금신공원,경기도 파주시 금촌동 427-3,37.7717292739,126.7740601844
41480-00016,통일동산 근린공원,경기도 파주시 탄현면 법흥리 1701,37.7761546885,126.7043095845
41480-00017,통일동산 락가든공원,경기도 파주시 탄현면 성동리 681,37.7785645926,126.6916449856
41480-00018,통일동산 고산원공원,경기도 파주시 탄현면 성동리 680,37.7776482599,126.6908793958
